city,state,latitude,longitude,population,source_name
CALDWELL,ID,43.66294,-116.68736,51686,Caldwell
CALDWELL,OH,39.74785,-81.51651,1690,Caldwell
CALDWELL,TX,30.53132,-96.69303,4283,Caldwell
CALEDONIA,MI,42.7892,-85.51669,1590,Caledonia
CALEDONIA,MN,43.63469,-91.49681,2787,Caledonia
CALERA,AL,33.1029,-86.7536,13213,Calera
CALERA,OK,33.93454,-96.4286,2247,Calera
CALEXICO,CA,32.67895,-115.49888,40053,Calexico
CALHOUN,GA,34.50259,-84.95105,16309,Calhoun
CALHOUN,LA,32.51265,-92.35847,679,Calhoun
CALIFORNIA,MO,38.62753,-92.56658,4396,California
CALLAHAN,FL,30.56218,-81.83066,1185,Callahan
CALMAR,IA,43.18358,-91.86405,960,Calmar
CALUMET,OK,35.60116,-98.11867,564,Calumet
CALVERT CITY,KY,37.03339,-88.35004,2532,Calvert City
CAMBRIDGE,MN,45.57274,-93.22439,8451,Cambridge
CAMBRIDGE,NE,40.28195,-100.16569,1051,Cambridge
CAMBRIDGE,OH,40.03118,-81.58846,10402,Cambridge
CAMBRIDGE CITY,IN,39.81255,-85.17163,1784,Cambridge City
CAMERON,MO,39.74028,-94.24106,9836,Cameron
CAMERON,TX,30.85325,-96.97693,5460,Cameron
CAMERON,WI,45.40857,-91.74406,1795,Cameron
CAMILLA,GA,31.23129,-84.21046,5089,Camilla
CAMP DOUGLAS,WI,43.92247,-90.27152,607,Camp Douglas
CAMPBELL,NY,42.23313,-77.19747,713,Campbell
CAMPBELLSVILLE,KY,37.3434,-85.34191,11237,Campbellsville
CAMPOBELLO,SC,35.11567,-82.15011,526,Campobello
CANAAN,ME,44.76173,-69.56144,2097,Canaan
CANAAN,NY,42.41203,-73.44706,0,Canaan
CANADIAN,TX,35.91282,-100.38208,3013,Canadian
CANAJOHARIE,NY,42.90563,-74.57181,2163,Canajoharie
CANASTOTA,NY,43.07951,-75.75074,4661,Canastota
CANDIA,NH,43.07786,-71.27673,4405,Candia
CANDLER,NC,35.5365,-82.69291,0,Candler
CANDOR,NC,35.29514,-79.74532,838,Candor
CANEYVILLE,KY,37.42422,-86.48831,620,Caneyville
CANON CITY,CO,38.44098,-105.24245,16400,Cañon City
CANTON,MI,42.30865,-83.48216,86825,Canton
CANTON,MO,40.1295,-91.51852,2377,Canton
CANTON,MS,32.61264,-90.03675,13676,Canton
CANTON,OH,40.79895,-81.37845,71885,Canton
CANTON,TX,32.55652,-95.8633,3752,Canton
CANUTILLO,TX,31.91149,-106.60027,6321,Canutillo
CANYON,TX,34.98033,-101.9188,14887,Canyon
CAPAC,MI,43.01253,-82.92799,1849,Capac
CAPE CHARLES,VA,37.27008,-76.01649,1017,Cape Charles
CAPITOL HEIGHTS,MD,38.88511,-76.91581,4574,Capitol Heights
CARDWELL,MO,36.04701,-90.29288,687,Cardwell
CAREY,OH,40.95256,-83.38242,3586,Carey
CARLIN,NV,40.71381,-116.10397,2302,Carlin
CARLISLE,AR,34.78315,-91.74652,2183,Carlisle
CARLISLE,IN,38.96838,-87.40557,692,Carlisle
CARLISLE,PA,40.20148,-77.18887,19143,Carlisle
CARLSBAD,NM,32.42067,-104.22884,28957,Carlsbad
CARLSTADT,NJ,40.84038,-74.0907,6279,Carlstadt
CARLTON,MN,46.66383,-92.42491,1048,Carlton
CARNESVILLE,GA,34.36983,-83.23516,580,Carnesville
CARO,MI,43.49073,-83.39885,4099,Caro
CAROL STREAM,IL,41.91253,-88.13479,40356,Carol Stream
CARPIO,ND,48.44252,-101.71461,149,Carpio
CARRINGTON,ND,47.44972,-99.12622,2072,Carrington
CARRIZO SPRINGS,TX,28.52193,-99.86061,5898,Carrizo Springs
CARRIZOZO,NM,33.64174,-105.87721,941,Carrizozo
CARROLL,IA,42.06582,-94.86693,9968,Carroll
CARROLL,OH,39.79895,-82.701,520,Carroll
CARROLLTON,IL,39.30227,-90.40706,2429,Carrollton
CARROLLTON,OH,39.67228,-84.25216,13297,West Carrollton City
CARROLLTON,TX,32.95373,-96.89028,133168,Carrollton
CARSON CITY,NV,39.1638,-119.7674,58639,Carson City
CARTERET,NJ,40.57733,-74.2282,24170,Carteret
CARTERSVILLE,GA,34.16533,-84.80231,20319,Cartersville
CARTHAGE,MO,37.17645,-94.31022,14319,Carthage
CARTHAGE,MS,32.73264,-89.53618,4899,Carthage
CARTHAGE,TX,32.15738,-94.33742,6844,Carthage
CASA BLANCA,NM,35.0456,-107.47144,0,Casa Blanca
CASCO,MI,42.75253,-82.67158,0,Casco
CASEY,IL,39.2992,-87.99253,2709,Casey
CASPER,WY,42.86663,-106.31308,60285,Casper
CASSELTON,ND,46.90053,-97.2112,2521,Casselton
CASTLE CREEK,NY,42.22758,-75.91825,0,Castle Creek
CASTLE DALE,UT,39.21219,-111.01961,1550,Castle Dale
CASTLE ROCK,WA,46.27511,-122.90761,2184,Castle Rock
CASTROVILLE,TX,29.35579,-98.87864,2931,Castroville
CATARINA,TX,28.34555,-99.61338,118,Catarina
CATLETTSBURG,KY,38.4048,-82.60044,1808,Catlettsburg
CAVE CITY,AR,35.94174,-91.54847,1868,Cave City
CAYCE,SC,33.96571,-81.07398,13619,Cayce
CAYUTA,NY,42.28174,-76.69689,0,Cayuta
CEDAR CITY,UT,37.67748,-113.06189,30184,Cedar City
CEDAR CREEK,TX,30.08716,-97.50083,0,Cedar Creek
CEDAR FALLS,IA,42.52776,-92.44547,41255,Cedar Falls
CEDAR GROVE,TN,35.64424,-86.62611,0,Cedar Grove
CEDAR GROVE,WI,43.56972,-87.82342,2112,Cedar Grove
CEDAR RAPIDS,IA,42.00833,-91.64407,130405,Cedar Rapids
CEDAR SPRINGS,MI,43.22336,-85.55142,3624,Cedar Springs
CENTER,MO,39.5081,-91.52877,506,Center
CENTER POINT,IA,42.19083,-91.78518,2521,Center Point
CENTERVILLE,IA,42.09276,-93.93551,5745,Centerville
CENTERVILLE,TX,31.25796,-95.97829,903,Centerville
CENTRAL CITY,NE,41.11585,-98.00172,2886,Central City
CENTRAL SQUARE,NY,43.28674,-76.14604,1813,Central Square
CENTRE,AL,34.15204,-85.67885,3570,Centre
CENTREVILLE,MD,39.04178,-76.06633,4627,Centreville
CHADRON,NE,42.82942,-102.99991,5775,Chadron
CHALMETTE,LA,29.94296,-89.96537,16751,Chalmette
CHAMBERLAIN,SD,43.81083,-99.33066,2386,Chamberlain
CHAMBERSBURG,PA,39.93759,-77.6611,20691,Chambersburg
CHAMPAIGN,IL,40.11642,-88.24338,86096,Champaign
CHAMPION,MI,46.51382,-87.96347,0,Champion
CHAMPLAIN,NY,44.98643,-73.44653,1074,Champlain
CHANDLER,AZ,33.30616,-111.84125,260828,Chandler
CHANDLER,OK,35.70173,-96.88086,3175,Chandler
CHANNAHON,IL,41.42948,-88.22867,12594,Channahon
CHANTILLY,VA,38.89428,-77.4311,23039,Chantilly
CHANUTE,KS,37.67921,-95.4572,9252,Chanute
CHAPPELL HILL,TX,30.14272,-96.25691,0,Chappell Hill
CHARITON,IA,41.01389,-93.3066,4214,Chariton
CHARLES CITY,IA,43.06636,-92.67241,7455,Charles City
CHARLESTON,MO,36.92089,-89.35063,5815,Charleston
CHARLESTON,SC,32.77632,-79.93275,132609,Charleston
CHARLESTON,TN,35.2873,-84.75827,676,Charleston
CHARLESTON,WV,38.34982,-81.63262,46838,Charleston
CHARLOTTE,NC,35.22709,-80.84313,911311,Charlotte
CHARLOTTESVILLE,VA,38.02931,-78.47668,46597,Charlottesville
CHARLTON,MA,42.37787,-71.062,20397,Charlestown
CHATFIELD,MN,43.84552,-92.18905,2799,Chatfield
CHATSWORTH,GA,34.76591,-84.76994,4351,Chatsworth
CHATTANOOGA,TN,35.04563,-85.30968,181099,Chattanooga
CHECOTAH,OK,35.4701,-95.52304,3261,Checotah
CHEHALIS,WA,46.66205,-122.96402,7391,Chehalis
CHEROKEE,OK,36.75447,-98.35674,1560,Cherokee
CHERRY HILL,NJ,39.93484,-75.03073,70475,Cherry Hill
CHERRY VALLEY,IL,42.23474,-88.94899,3098,Cherry Valley
CHERRYVALE,KS,37.27034,-95.55248,2230,Cherryvale
CHESAPEAKE,VA,36.81904,-76.27494,235429,Chesapeake
CHESNEE,SC,35.14845,-81.86094,899,Chesnee
CHESTER,VA,37.35682,-77.44165,20987,Chester
CHESTER,WV,40.61312,-80.56285,2498,Chester
CHESTERFIELD,VA,37.37709,-77.50499,3808,Chesterfield Court House
CHESTERTON,IN,41.61059,-87.0642,13433,Chesterton
CHEYENNE,WY,41.13998,-104.82025,65132,Cheyenne
CHICAGO,IL,41.85003,-87.65005,2664452,Chicago
CHICAGO HEIGHTS,IL,41.50615,-87.6356,30284,Chicago Heights
CHICKASHA,OK,35.05257,-97.93643,16488,Chickasha
CHICOPEE,MA,42.1487,-72.60787,56741,Chicopee
CHIEFLAND,FL,29.47496,-82.85984,2218,Chiefland
CHILDERSBURG,AL,33.27817,-86.35498,5046,Childersburg
CHILDRESS,TX,34.42645,-100.204,6101,Childress
CHILLICOTHE,MO,39.79529,-93.55244,9487,Chillicothe
CHILLICOTHE,OH,39.33312,-82.9824,21727,Chillicothe
CHILLICOTHE,TX,34.25647,-99.51676,660,Chillicothe
CHILTON,WI,44.02888,-88.16288,3896,Chilton
CHINOOK,MT,48.59,-109.23128,1228,Chinook
CHIPPEWA FALLS,WI,44.93691,-91.39293,14047,Chippewa Falls
CHISAGO CITY,MN,45.37358,-92.88994,4932,Chisago City
CHOCOWINITY,NC,35.51266,-77.10051,821,Chocowinity
CHOCTAW,OK,35.49756,-97.26892,12179,Choctaw
CHOUTEAU,OK,36.18593,-95.34302,2092,Chouteau
CHRISTIANA,TN,35.71007,-86.39944,9830,Christiana
CHRISTIANSBURG,VA,37.12985,-80.40894,21943,Christiansburg
CICERO,IL,41.84559,-87.75394,83886,Cicero
CICERO,IN,40.12393,-86.01332,4891,Cicero
CINCINNATI,OH,39.12711,-84.51439,311097,Cincinnati
CIRCLE PINES,MN,45.14858,-93.15161,4958,Circle Pines
CIRCLEVILLE,OH,39.60062,-82.94601,13857,Circleville
CISCO,TX,32.38819,-98.97923,3791,Cisco
CLAIRTON,PA,40.29229,-79.88171,6681,Clairton
CLANTON,AL,32.83874,-86.62943,8844,Clanton
CLARA CITY,MN,44.95496,-95.3664,1320,Clara City
CLARE,MI,43.81947,-84.76863,3082,Clare
CLARENCE,IA,41.88891,-91.05654,970,Clarence
CLARENDON,TX,34.93783,-100.8882,1944,Clarendon
CLARKESVILLE,GA,34.6126,-83.52489,1746,Clarkesville
CLARKSVILLE,AR,35.47147,-93.46657,9433,Clarksville
CLARKSVILLE,TN,36.52977,-87.35945,166722,Clarksville
CLAUDE,TX,35.11172,-101.36322,1224,Claude
CLAY CENTER,KS,37.51946,-96.77114,4300,Clay Center
CLAYPOOL,AZ,33.41117,-110.84261,1538,Claypool
CLAYSBURG,PA,40.29674,-78.44974,1625,Claysburg
CLAYTON,IN,39.68921,-86.5225,995,Clayton
CLAYTON,NM,36.45169,-103.1841,2774,Clayton
CLEAR BROOK,VA,39.25649,-78.09611,0,Clear Brook
CLEAR LAKE,IA,43.13802,-93.37937,7590,Clear Lake
CLEARFIELD,PA,41.02728,-78.43919,6030,Clearfield
CLEARFIELD,UT,41.11078,-112.02605,30653,Clearfield
CLEARWATER,FL,27.96585,-82.8001,117292,Clearwater
CLEARWATER,MN,45.41941,-94.04887,1783,Clearwater
CLEMENTON,NJ,39.8115,-74.98294,4947,Clementon
CLEVELAND,MS,33.744,-90.72482,12327,Cleveland
CLEVELAND,OH,41.4995,-81.69541,365379,Cleveland
CLEVELAND,TN,35.15952,-84.87661,43898,Cleveland
CLIFTON,TX,31.78238,-97.57669,3361,Clifton
CLIFTON PARK,NY,42.86563,-73.77095,36705,Clifton Park
CLINES CORNERS,NM,35.0095,-105.66918,0,Clines Corners
CLINT,TX,31.59234,-106.22414,1146,Clint
CLINTON,AR,35.59147,-92.46044,2538,Clinton
CLINTON,IA,41.84447,-90.18874,26064,Clinton
CLINTON,MD,38.76511,-76.89831,35970,Clinton
CLINTON,MO,38.36863,-93.77827,8899,Clinton
CLINTON,NC,34.99795,-78.32333,8767,Clinton
CLINTON,NJ,40.63677,-74.90989,2657,Clinton
CLINTON,OK,35.51561,-98.96731,9565,Clinton
CLINTON,SC,34.47263,-81.88066,8637,Clinton
CLINTON,TN,36.10341,-84.13186,10049,Clinton
CLINTONVILLE,WI,44.62053,-88.76232,4455,Clintonville
CLIVE,IA,41.60304,-93.72411,15447,Clive
CLOQUET,MN,46.72161,-92.45936,12075,Cloquet
CLOVERDALE,IN,39.51477,-86.7939,2090,Cloverdale
CLOVIS,NM,34.4048,-103.20523,39480,Clovis
CLYDE,OH,41.30422,-82.97519,6260,Clyde
CLYDE,TX,32.40596,-99.49369,3771,Clyde
COACHELLA,CA,33.6803,-116.17389,44635,Coachella
COCHRANTON,PA,41.52005,-80.04839,1109,Cochranton
COCOA,FL,28.38612,-80.742,17711,Cocoa
COFFEYVILLE,KS,37.0373,-95.61637,9669,Coffeyville
COHASSET,MN,47.26356,-93.62022,2745,Cohasset
COKATO,MN,45.0758,-94.18998,2727,Cokato
COKEVILLE,WY,42.08244,-110.95519,541,Cokeville
COLBY,KS,39.39584,-101.05238,5417,Colby
COLDWATER,MS,32.71486,-89.21423,1608,Coldwater
COLEMAN,TX,31.82737,-99.42645,4393,Coleman
COLFAX,IA,41.67777,-93.2452,2051,Colfax
COLFAX,NC,36.11264,-80.01448,0,Colfax
COLGATE,WI,43.19306,-88.20676,0,Colgate
COLLINS,MO,37.89115,-93.62298,155,Collins
COLLINS,MS,31.64544,-89.55535,2570,Collins
COLMAN,SD,43.98247,-96.8145,576,Colman
COLOMA,WI,44.03553,-89.52151,438,Coloma
COLONIAL HEIGHTS,VA,37.26804,-77.40726,17820,Colonial Heights
COLORADO CITY,CO,37.94529,-104.83526,2193,Colorado City
COLORADO CITY,TX,32.38817,-100.86456,4117,Colorado City
COLORADO SPRINGS,CO,38.83388,-104.82136,456568,Colorado Springs
COLUMBIA,KY,37.10284,-85.30635,4644,Columbia
COLUMBIA,MO,38.95171,-92.33407,129330,Columbia
COLUMBIA,MS,31.25184,-89.83758,6229,Columbia
COLUMBIA,NC,35.73347,-79.65253,1701,Ramseur
COLUMBIA,NJ,40.78788,-74.38821,11835,Florham Park
COLUMBIA,SC,34.00071,-81.03481,142416,Columbia
COLUMBIA,TN,35.61507,-87.03528,36800,Columbia
COLUMBIA FALLS,MT,48.37246,-114.18152,5093,Columbia Falls
COLUMBUS,GA,32.46098,-84.98771,206922,Columbus
COLUMBUS,MS,33.49567,-88.42726,23168,Columbus
COLUMBUS,MT,48.37246,-114.18152,5093,Columbia Falls
COLUMBUS,NE,41.42973,-97.36838,22797,Columbus
COLUMBUS,OH,39.96118,-82.99879,913175,Columbus
COLUMBUS,WI,43.33805,-89.01539,4996,Columbus
COMANCHE,TX,31.89737,-98.60366,4197,Comanche
COMBES,TX,26.24869,-97.73388,3059,Combes
COMBINED LOCKS,WI,44.26582,-88.31427,3532,Combined Locks
COMFORT,TX,29.96771,-98.90503,2363,Comfort
COMMERCE,GA,34.204,-83.45711,6762,Commerce
COMMERCE CITY,CO,39.80832,-104.93387,53696,Commerce City
COMO,MS,34.51066,-89.93981,1245,Como
CONCORD,NH,43.20814,-71.53757,43976,Concord
CONCORDIA,KS,39.57084,-97.66254,5218,Concordia
CONCORDIA,MO,38.98335,-93.56855,2390,Concordia
CONLEY,GA,33.64483,-84.32576,6228,Conley
CONNEAUT,OH,41.94756,-80.55424,12712,Conneaut
CONOVER,NC,35.70652,-81.21869,8248,Conover
CONRAD,MT,48.17025,-111.94613,2593,Conrad
CONVENT,LA,30.02076,-90.82982,711,Convent
CONVERSE,TX,29.51801,-98.31612,21987,Converse
CONWAY,AR,35.0887,-92.4421,64980,Conway
CONWAY,SC,33.836,-79.04781,21053,Conway
COOKEVILLE,TN,36.16284,-85.50164,32113,Cookeville
COOLVILLE,OH,39.22174,-81.79736,493,Coolville
COOPERSBURG,PA,40.51149,-75.39046,2421,Coopersburg
COOPERSVILLE,MI,43.06391,-85.93477,4351,Coopersville
COPAN,OK,36.89758,-95.92609,741,Copan
COPIAGUE,NY,40.68149,-73.39984,22993,Copiague
CORALVILLE,IA,41.6764,-91.58045,20608,Coralville
CORBIN,KY,36.9487,-84.09688,7389,Corbin
CORDELE,GA,31.96351,-83.78239,10943,Cordele
CORFU,NY,42.96006,-78.40558,695,Corfu
CORINNA,ME,44.92117,-69.26171,2230,Corinna
CORINNE,UT,41.55104,-112.11023,694,Corinne
CORINTH,MS,34.93425,-88.52227,14866,Corinth
CORNERSVILLE,TN,35.36146,-86.83972,1222,Cornersville
CORNING,AR,36.40784,-90.57983,3162,Corning
CORPUS CHRISTI,TX,27.80058,-97.39638,316239,Corpus Christi
CORRECTIONVILLE,IA,42.47499,-95.78557,811,Correctionville
CORRIGAN,TX,30.99686,-94.82715,1539,Corrigan
CORSICANA,TX,32.09543,-96.46887,23952,Corsicana
CORTEZ,CO,37.34888,-108.58593,8715,Cortez
COSHOCTON,OH,40.27202,-81.85958,11121,Coshocton
COTTAGE GROVE,WI,43.07611,-89.19956,6854,Cottage Grove
COTTONDALE,AL,31.20518,-85.38188,0,Cottondale
COTTONDALE,FL,30.79714,-85.3766,900,Cottondale
COTULLA,TX,28.43693,-99.23503,4216,Cotulla
COUDERSPORT,PA,41.77479,-78.02056,2482,Coudersport
COUNCIL,ID,44.72989,-116.4382,808,Council
COUNCIL BLUFFS,IA,41.26194,-95.86083,62597,Council Bluffs
COURTLAND,AL,34.66898,-87.30946,597,Courtland
COUSHATTA,LA,32.01488,-93.34212,1852,Coushatta
COVINGTON,IN,40.1417,-87.39474,2568,Covington
COVINGTON,VA,37.79346,-79.99395,5658,Covington
COWPENS,SC,35.01679,-81.80399,2267,Cowpens
COZAD,NE,40.85973,-99.98734,3863,Cozad
CRAIG,CO,40.51525,-107.54645,8844,Craig
CRANBURY,NJ,40.31622,-74.51376,2181,Cranbury
CRANE,TX,31.39736,-102.35014,3895,Crane
CRAWFORDSVILLE,IN,40.04115,-86.87445,16024,Crawfordsville
CRAWFORDVILLE,GA,33.55402,-82.89598,508,Crawfordville
CREEDMOOR,NC,36.12237,-78.68611,4425,Creedmoor
CREOLA,AL,30.89185,-88.03972,1955,Creola
CRESCO,IA,43.38136,-92.11405,3833,Cresco
CREST HILL,IL,41.55475,-88.09867,21153,Crest Hill
CRESTON,IA,41.0586,-94.36135,7854,Creston
CRETE,IL,41.44448,-87.63143,8191,Crete
CRETE,NE,40.62778,-96.96142,7037,Crete
CRIVITZ,WI,45.23248,-88.00761,965,Crivitz
CROOK,CO,40.85888,-102.80103,110,Crook
CROSS JUNCTION,VA,39.32038,-78.29334,0,Cross Junction
CROSS PLAINS,TN,36.54866,-86.69611,1722,Cross Plains
CROSS PLAINS,TX,32.12625,-99.16534,970,Cross Plains
CROSSVILLE,TN,35.94896,-85.0269,11411,Crossville
CROWELL,TX,33.98397,-99.72482,866,Crowell
CROWLEY,LA,30.21409,-92.37458,13144,Crowley
CROYDON,PA,40.08733,-74.9035,9950,Croydon
CRUMP,TN,35.22175,-88.31809,1400,Crump
CRYSTAL LAKE,IL,42.24113,-88.3162,40448,Crystal Lake
CUBA,MO,38.06282,-91.40348,3374,Cuba
CUERO,TX,29.09387,-97.28916,7115,Cuero
CULLMAN,AL,34.17482,-86.84361,15350,Cullman
CULPEPER,VA,38.47318,-77.99666,17557,Culpeper
CUMBERLAND,MD,39.65287,-78.76252,20130,Cumberland
CUMBERLAND,WI,45.53218,-92.01935,2146,Cumberland
CUMBERLAND CITY,TN,36.39339,-87.63641,302,Cumberland City
CUNNINGHAM,KS,37.64391,-98.43119,470,Cunningham
CURTIS BAY,MD,39.22677,-76.58802,3759,Curtis Bay
CURTISS,WI,44.95525,-90.43458,215,Curtiss
CUSSETA,AL,32.78485,-85.30578,124,Cusseta
CUSSETA,GA,32.30543,-84.7727,11267,Cusseta
CUT OFF,LA,29.54272,-90.33814,5976,Cut Off
CUTHBERT,GA,31.77127,-84.78937,3670,Cuthbert
DACULA,GA,33.98872,-83.89796,5330,Dacula
DADE CITY,FL,28.36472,-82.19592,6955,Dade City
DAINGERFIELD,TX,33.03179,-94.72187,2452,Daingerfield
DAKOTA,MN,43.91358,-91.35986,317,Dakota
DALEVILLE,AL,31.31017,-85.71299,5141,Daleville
DALEVILLE,IN,40.12115,-85.55803,1608,Daleville
DALHART,TX,36.05948,-102.51325,8370,Dalhart
DALLAS,TX,32.78306,-96.80667,1326087,Dallas
DALTON,GA,34.7698,-84.97022,33853,Dalton
DALTON,OH,40.79894,-81.69541,1850,Dalton
DALTON,PA,41.53424,-75.73603,1209,Dalton
DANBURY,CT,41.39482,-73.45401,84657,Danbury
DANDRIDGE,TN,36.01537,-83.41489,2924,Dandridge
DANSVILLE,NY,42.5609,-77.69611,4550,Dansville
DANVILLE,IN,39.7606,-86.52639,9614,Danville
DANVILLE,VA,36.58597,-79.39502,42082,Danville
DARIEN,CT,41.07871,-73.46929,20732,Darien
DARIEN,GA,31.37023,-81.43399,1858,Darien
DARIEN,WI,42.60168,-88.7076,1610,Darien
DARLINGTON,SC,34.29988,-79.87617,6155,Darlington
DARLINGTON,WI,42.68306,-90.11763,2405,Darlington
DAVENPORT,FL,28.1614,-81.60174,3534,Davenport
DAVENPORT,IA,41.52364,-90.57764,102582,Davenport
DAVIS,OK,34.50453,-97.11946,2794,Davis
DAWSON,GA,31.77382,-84.448,4353,Dawson
DAWSONVILLE,GA,34.50259,-84.95105,16309,Calhoun
DAYTON,OH,39.75895,-84.19161,135512,Dayton
DAYTON,TN,35.49396,-85.01245,7384,Dayton
DE BEQUE,CO,39.33442,-108.21508,496,De Beque
DE LEON,TX,32.11097,-98.53588,2150,De Leon
DE PERE,WI,44.44888,-88.06038,24724,De Pere
DE SOTO,IA,41.53166,-94.00967,1089,De Soto
DE WITT,IA,41.82336,-90.53819,5242,De Witt
DEARBORN,MI,42.32226,-83.17631,95171,Dearborn
DEARBORN,MO,39.52194,-94.76996,506,Dearborn
DECATUR,AL,34.60593,-86.98334,55437,Decatur
DECATUR,IL,39.84031,-88.9548,73254,Decatur
DECATUR,IN,40.8306,-84.92913,9465,Decatur
DECATUR,TX,33.23428,-97.58614,6521,Decatur
DECORAH,IA,43.30331,-91.78571,7907,Decorah
DEER LODGE,MT,46.39576,-112.73004,2965,Deer Lodge
DEERFIELD,MO,37.83865,-94.50607,80,Deerfield
DEFUNIAK SPRINGS,FL,30.72102,-86.11522,5795,DeFuniak Springs
DEKALB,IL,41.92947,-88.75036,43211,DeKalb
DEL RIO,TX,29.36273,-100.89676,36153,Del Rio
DELANO,MN,45.04191,-93.78913,5875,Delano
DELAWARE,IA,42.47527,-91.34542,156,Delaware
DELAWARE,NJ,40.89288,-75.06462,150,Delaware
DELAWARE,OH,40.29867,-83.06797,37995,Delaware
DELCAMBRE,LA,29.94826,-91.98873,1866,Delcambre
DELCO,NC,34.31572,-78.22472,348,Delco
DELHI,LA,32.45764,-91.49317,2900,Delhi
DELPHOS,OH,40.84338,-84.34162,7023,Delphos
DELTA,LA,32.3257,-90.92705,259,Delta
DELTA,OH,41.57366,-84.00522,3121,Delta
DEMING,NM,32.2687,-107.75864,14522,Deming
DEMOPOLIS,AL,32.51764,-87.8364,7148,Demopolis
DEMOTTE,IN,41.19504,-87.19864,3814,DeMotte
DENHAM SPRINGS,LA,30.4874,-90.95753,10125,Denham Springs
DENISON,IA,42.01777,-95.35528,8334,Denison
DENISON,TX,33.75566,-96.53666,23150,Denison
DENMARK,TN,36.33839,-87.72919,0,Denmark
DENMARK,WI,44.34777,-87.82732,2193,Denmark
DENTON,MD,38.88456,-75.82716,4349,Denton
DENTON,TX,33.21484,-97.13307,131044,Denton
DENVER,CO,39.73915,-104.9847,729019,Denver
DENVER,IA,42.67137,-92.3374,1835,Denver
DENVER,NC,35.53125,-81.0298,2309,Denver
DENVER CITY,TX,32.96455,-102.8291,4864,Denver City
DES MOINES,IA,41.60054,-93.60911,214133,Des Moines
DES PLAINES,IL,42.03336,-87.8834,58677,Des Plaines
DETROIT,MI,42.33143,-83.04575,645705,Detroit
DETROIT LAKES,MN,46.81718,-95.84533,9002,Detroit Lakes
DEVILS LAKE,ND,48.11278,-98.86512,7351,Devils Lake
DEVINE,TX,29.13996,-98.90531,4705,Devine
DEWEY,AZ,34.53,-112.24222,3894,Dewey-Humboldt
DEWEY,OK,36.79592,-95.93554,3499,Dewey
DEWITT,MI,42.84226,-84.56915,4655,DeWitt
DEXTER,MI,42.33834,-83.88954,4067,Dexter
DEXTER,MO,36.79589,-89.95787,7992,Dexter
DIAMOND,OH,41.09895,-81.02287,0,Diamond
DIBOLL,TX,31.18713,-94.78104,5400,Diboll
DICKINSON,ND,46.87918,-102.78962,23765,Dickinson
DICKSON,TN,36.077,-87.38779,15359,Dickson
DILLEY,TX,28.66748,-99.17059,4223,Dilley
DILLON,MT,45.21631,-112.63752,4210,Dillon
DILLON,SC,34.41655,-79.37116,6677,Dillon
DISPUTANTA,VA,37.12432,-77.22581,0,Disputanta
DIVERNON,IL,39.56561,-89.65732,1156,Divernon
DIXON,IL,41.83892,-89.47955,15319,Dixon
DODGE CITY,KS,37.7528,-100.01708,27912,Dodge City
DODGEVILLE,WI,42.96027,-90.13012,4652,Dodgeville
DONALSONVILLE,GA,31.04046,-84.87909,2675,Donalsonville
DONEGAL,PA,40.11257,-79.38254,119,Donegal
DONIPHAN,NE,40.77196,-98.36951,847,Doniphan
DONNA,TX,26.17035,-98.05195,16523,Donna
DOSWELL,VA,37.86014,-77.46415,0,Doswell
DOTHAN,AL,31.22323,-85.39049,68567,Dothan
DOUGLAS,GA,31.50881,-82.84987,11718,Douglas
DOUGLAS,WY,42.75969,-105.38221,6531,Douglas
DOUGLASS,KS,37.51946,-97.01281,1695,Douglass
DOUGLASSVILLE,PA,40.25787,-75.7263,448,Douglassville
DOVER,OH,41.45532,-81.91792,32428,Westlake
DOWNEY,ID,42.42853,-112.12441,616,Downey
DOWNS,IL,40.39698,-88.87063,988,Downs
DOWS,IA,42.65664,-93.50104,514,Dows
DRAPER,UT,40.52467,-111.86382,46774,Draper
DRAYTON,ND,48.5711,-97.17785,785,Drayton
DREWRYVILLE,VA,36.71571,-77.30636,0,Drewryville
DRIPPING SPRINGS,TX,30.19021,-98.08668,2483,Dripping Springs
DRUMRIGHT,OK,35.9884,-96.60113,2880,Drumright
DRUMS,PA,41.01814,-75.99493,0,Drums
DU BOIS,PA,41.11923,-78.76003,7597,DuBois
DUBLIN,GA,32.54044,-82.90375,16197,Dublin
DUBLIN,TX,32.08514,-98.34199,3664,Dublin
DUBLIN,VA,37.10568,-80.68534,2686,Dublin
DUBOIS,ID,44.1763,-112.23082,606,Dubois
DUBUQUE,IA,42.50056,-90.66457,58799,Dubuque
DUDLEY,GA,32.54239,-83.07043,570,Dudley
DUFFIELD,VA,36.71898,-82.796,86,Duffield
DULUTH,MN,46.78327,-92.10658,86110,Duluth
DUMAS,AR,33.88705,-91.49179,4323,Dumas
DUMAS,TX,35.86559,-101.97324,15001,Dumas
DUMONT,CO,39.76471,-105.60028,0,Dumont
DUNCAN,OK,34.5023,-97.95781,23231,Duncan
DUNCAN,SC,34.9379,-82.14511,3317,Duncan
DUNCANNON,PA,40.39814,-77.02303,1487,Duncannon
DUNCANSVILLE,PA,40.42341,-78.4339,1204,Duncansville
DUNCOMBE,IA,42.47053,-93.99356,394,Duncombe
DUNDALK,MD,39.25066,-76.52052,63597,Dundalk
DUNDAS,MN,44.42941,-93.20188,1481,Dundas
DUNDEE,IL,42.09808,-88.28286,7395,West Dundee
